Restaurant ID,Country Code,City,"Restaurant Name,Address",Locality,Locality Verbose,Longitude,Latitude,Cuisines,Restaurant_Name,Address,Locality_1,3,4,5,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Rating text,Votes,Country,Continent
72604,1,Chennai,"Coal Barbecues,17-18, Rajalakshmi Nagar, 7th Cross Street, 100 Feet Bypass Road, Velachery, Chennai",Velachery,"Velachery, Chennai",80.21811381,12.98604688,"North Indian, Mediterranean, Asian, Arabian",Coal Barbecues,17-18, Rajalakshmi Nagar, 7th Cross Street, 100 Feet Bypass Road, Velachery,1400,Indian Rupees(Rs.),No,No,3,4.6,Excellent,1267,India,Asia
66457,1,Chennai,"Pind,2, Sarathy Nagar, 1st Main Road, Velachery, Chennai",Velachery,"Velachery, Chennai",80.221898,12.975996,"North Indian, Chinese",Pind,2, Sarathy Nagar, 1st Main Road, Velachery, Chennai,900,Indian Rupees(Rs.),Yes,No,2,4,Very Good,2272,India,Asia
18260777,1,Coimbatore,"Kuchi n Kream,353/1, Hotel Landmark Complex, Bharathiaar Road, Gandhipuram, Coimbatore",Gandhipuram,"Gandhipuram, Coimbatore",76.9720757,11.01629845,"Cafe, Continental, Fast Food",Kuchi n Kream,353/1, Hotel Landmark Complex, Bharathiaar Road, Gandhipuram, Coimbatore,800,Indian Rupees(Rs.),No,Yes,3,4.6,Excellent,202,India,Asia
3000107,1,Coimbatore,"Haribhavanam Hotel,2, Bharathi Colony, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",76.995667,11.022477,"South Indian, Chettinad, North Indian",Haribhavanam Hotel,2, Bharathi Colony, Peelamedu, Coimbatore,,600,Indian Rupees(Rs.),No,No,2,3.9,Good,318,India,Asia
3000132,1,Coimbatore,"Kites Cafe,267, B.R. Puram, Near Royal Enfield Showroom, Avinashi Road, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",77.015393,11.025083,Cafe,Kites Cafe,267, B.R. Puram, Near Royal Enfield Showroom, Avinashi Road, Peelamedu,400,Indian Rupees(Rs.),No,Yes,2,3.8,Good,124,India,Asia
3000122,1,Coimbatore,"Zucca Pizzeria,GRG College Road, Opposite Rajasree Ford Showroom, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",77.00700302,11.02483917,Pizza,Zucca Pizzeria,GRG College Road, Opposite Rajasree Ford Showroom, Peelamedu, Coimbatore,,600,Indian Rupees(Rs.),No,Yes,2,3.5,Good,274,India,Asia
3001032,1,Coimbatore,"Burger Ka Baap,Avinashi Road, Near PSG College Of Technology, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",76.99959444,11.02216944,Fast Food,Burger Ka Baap,Avinashi Road, Near PSG College Of Technology, Peelamedu, Coimbatore,,500,Indian Rupees(Rs.),No,No,2,4.3,Very Good,147,India,Asia
3000021,1,Coimbatore,"The Cascade Restaurant,479-B1, Avinashi Road, Near Suguna Kalyana Mandapam, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",76.99501667,11.02127778,Chinese,The Cascade Restaurant,479-B1, Avinashi Road, Near Suguna Kalyana Mandapam, Peelamedu, Coimbatore,1200,Indian Rupees(Rs.),No,Yes,3,4.1,Very Good,243,India,Asia
18434000,1,Coimbatore,"24 Plus Cafe & Restaurant,1A, Pollachi Main Road, Eachanari, Podanur, Coimbatore",Podanur,"Podanur, Coimbatore",76.971082,10.96185,"Continental, Fast Food, Desserts, Indian",24 Plus Cafe & Restaurant,1A, Pollachi Main Road, Eachanari, Podanur, Coimbatore,450,Indian Rupees(Rs.),No,No,2,3.8,Good,24,India,Asia
3000195,1,Coimbatore,"Valarmathi Kongunaatu Samayal,207/A, CSI Compound, Opposite Photo Centre, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.976268,11.001852,"South Indian, Biryani",Valarmathi Kongunaatu Samayal,207/A, CSI Compound, Opposite Photo Centre, Race Course, Coimbatore,350,Indian Rupees(Rs.),No,No,2,4.5,Excellent,380,India,Asia
3000126,1,Coimbatore,"Bird On Tree,28, Opposite Circuit House, Behind HDFC, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.98431119,11.00863836,"Continental, Chinese, Thai, Malaysian, North Indian",Bird On Tree,28, Opposite Circuit House, Behind HDFC, Race Course, Coimbatore,1200,Indian Rupees(Rs.),No,No,3,3.8,Good,221,India,Asia
18280306,1,Coimbatore,"Tim's Bistro,156, Race Course Road, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.9754397,11.0030085,"North Indian, Continental",Tim's Bistro,156, Race Course Road, Race Course, Coimbatore,,700,Indian Rupees(Rs.),No,Yes,2,3.9,Good,85,India,Asia
3001489,1,Coimbatore,"Batlivala & Khanabhoy,122, 4th Floor, Appusamy Layout, Red Fields, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.98624135,11.00175265,"Parsi, North Indian",Batlivala & Khanabhoy,122, 4th Floor, Appusamy Layout, Red Fields, Race Course,1200,Indian Rupees(Rs.),No,No,3,4.2,Very Good,40,India,Asia
3000770,1,Coimbatore,"Cafe Totaram,245/1, Near Veejay Hall, Raheja Apartment, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.98187642,11.00076241,"Cafe, Fast Food",Cafe Totaram,245/1, Near Veejay Hall, Raheja Apartment, Race Course, Coimbatore,600,Indian Rupees(Rs.),No,Yes,2,4,Very Good,132,India,Asia
3000062,1,Coimbatore,"Cream Centre,128/180, Orbit Avenue, Thirugnanasambandam Road, Opposite Bishop Appasamy College, Gopalapuram, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.97649444,11.00366944,"North Indian, Chinese, Italian, Mexican",Cream Centre,128/180, Orbit Avenue, Thirugnanasambandam Road, Opposite Bishop Appasamy College, Gopalapuram,1000,Indian Rupees(Rs.),No,No,3,4,Very Good,203,India,Asia
3000016,1,Coimbatore,"On The Go,167, Race Course Road, Gopalapuram, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.975525,11.00368056,"Italian, North Indian, Desserts",On The Go,167, Race Course Road, Gopalapuram, Race Course, Coimbatore,1500,Indian Rupees(Rs.),No,No,4,4,Very Good,215,India,Asia
3000014,1,Coimbatore,"Sree Annapoorna,75, East Arokiasamy Road, RS Puram, Coimbatore",RS Puram,"RS Puram, Coimbatore",76.95173611,11.00668611,"South Indian, North Indian, Chinese",Sree Annapoorna,75, East Arokiasamy Road, RS Puram, Coimbatore,,400,Indian Rupees(Rs.),No,No,2,4.3,Very Good,225,India,Asia
3000001,1,Coimbatore,"That's Y Food,24/49, TV Swamy Road East, Opposite Emeral Building, RS Puram, Coimbatore",RS Puram,"RS Puram, Coimbatore",76.95295,11.010375,"North Indian, Biryani",That's Y Food,24/49, TV Swamy Road East, Opposite Emeral Building, RS Puram, Coimbatore,1400,Indian Rupees(Rs.),No,No,3,4.2,Very Good,299,India,Asia
3001321,1,Coimbatore,"CakeBee,6/1, SRP Nagar, Saibaba Colony, Coimbatore",Saibaba Colony,"Saibaba Colony, Coimbatore",76.94465239,11.02611735,"Bakery, Desserts",CakeBee,6/1, SRP Nagar, Saibaba Colony, Coimbatore,,350,Indian Rupees(Rs.),No,Yes,2,4.9,Excellent,200,India,Asia
3000996,1,Coimbatore,"Yari,69, Bharathi Park, 6th Cross, Saibaba Colony, Coimbatore",Saibaba Colony,"Saibaba Colony, Coimbatore",76.940432,11.02091,"North Indian, Chinese, Street Food",Yari,69, Bharathi Park, 6th Cross, Saibaba Colony, Coimbatore,700,Indian Rupees(Rs.),No,No,2,4.2,Very Good,221,India,Asia
3001065,1,Coimbatore,"Cream Stone,Creamstone , 1335, Avinashi Road, Opposite Bharath Petrol Bunk, Peelamedu, Coimbatore","SMS Hotel, Peelamedu","SMS Hotel, Peelamedu, Coimbatore",76.9983492,11.02229761,"Desserts, Ice Cream",Cream Stone,Creamstone , 1335, Avinashi Road, Opposite Bharath Petrol Bunk, Peelamedu,300,Indian Rupees(Rs.),No,No,1,4.3,Very Good,161,India,Asia
3000048,1,Coimbatore,"Barbeque Nation,6th Floor, Metro Park Inn, 1000, Raja Street, Near Clock Tower, Town Hall, Coimbatore",Town Hall,"Town Hall, Coimbatore",76.96330278,10.99413611,"North Indian, European, Mediterranean",Barbeque Nation,6th Floor, Metro Park Inn, 1000, Raja Street, Near Clock Tower,1400,Indian Rupees(Rs.),No,No,3,4.4,Very Good,505,India,Asia
3500012,1,Dehradun,"The Punjabi Essence Restaurant,27 B, Near Premier Plaza, Rajpur Road, Chukkuwala, Dehradun",Chukkuwala,"Chukkuwala, Dehradun",0,0,"North Indian, Chinese",The Punjabi Essence Restaurant,27 B, Near Premier Plaza, Rajpur Road, Chukkuwala, Dehradun,800,Indian Rupees(Rs.),No,No,3,3.6,Good,102,India,Asia
3500007,1,Dehradun,"Tirupati Restaurant,27 B, Rajpur Road, Opposite St. Joseph's Academy, Chukkuwala, Dehradun",Chukkuwala,"Chukkuwala, Dehradun",0,0,"South Indian, North Indian, Chinese",Tirupati Restaurant,27 B, Rajpur Road, Opposite St. Joseph's Academy, Chukkuwala, Dehradun,500,Indian Rupees(Rs.),No,No,3,3.8,Good,115,India,Asia
3500017,1,Dehradun,"Anandam,69, Krishna Tower, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun",78.053162,30.335259,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",Anandam,69, Krishna Tower, Rajpur Road, Hathibarkala Salwala, Dehradun,650,Indian Rupees(Rs.),No,No,3,3.9,Good,141,India,Asia
3500018,1,Dehradun,"Town Table Restaurant,101, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun",78.060221,30.340722,"North Indian, Chinese, Continental",Town Table Restaurant,101, Rajpur Road, Hathibarkala Salwala, Dehradun,,1000,Indian Rupees(Rs.),No,No,4,3.9,Good,173,India,Asia
3500011,1,Dehradun,"Kalsang Friends Corner,88 A, Opposite Osho, Chander Lok Colony, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun",78.062543,30.346994,"Chinese, Thai, Tibetan",Kalsang Friends Corner,88 A, Opposite Osho, Chander Lok Colony, Rajpur Road, Hathibarkala Salwala,750,Indian Rupees(Rs.),No,No,3,4.2,Very Good,406,India,Asia
18416632,1,Dehradun,"The Great Indian Pub,138/345, Rajpur Road, Jakhan, Dehradun",Jakhan,"Jakhan, Dehradun",78.06802238,30.36128079,North Indian,The Great Indian Pub,138/345, Rajpur Road, Jakhan, Dehradun,,1500,Indian Rupees(Rs.),No,No,4,4.9,Excellent,50,India,Asia
18279289,1,Dehradun,"BMG - All Day Dining,140 A, Rajpur Road, Jakhan, Dehradun",Jakhan,"Jakhan, Dehradun",78.06888981,30.36268594,"Chinese, North Indian, Fast Food",BMG - All Day Dining,140 A, Rajpur Road, Jakhan, Dehradun,,0,Indian Rupees(Rs.),No,No,1,4.3,Very Good,63,India,Asia
18408585,1,Dehradun,"Punjab Grill,Rajpur Road, Jakhan, Dehradun",Jakhan,"Jakhan, Dehradun",78.067079,30.359722,"Mughlai, North Indian",Punjab Grill,Rajpur Road, Jakhan, Dehradun,,,1250,Indian Rupees(Rs.),No,No,4,4,Very Good,98,India,Asia
3500059,1,Dehradun,"TBistro,Saina Inn, 3, Old Survey Road, Karanpur, Dehradun",Karanpur,"Karanpur, Dehradun",78.054222,30.332735,"North Indian, Chinese",TBistro,Saina Inn, 3, Old Survey Road, Karanpur, Dehradun,550,Indian Rupees(Rs.),No,No,3,3.8,Good,230,India,Asia
3500081,1,Dehradun,"Y Cafe & Restaurant,Hotel White House, Behind St. Joseph's Academy, Subhash Road, Karanpur, Dehradun",Karanpur,"Karanpur, Dehradun",78.049117,30.328174,Cafe,Y Cafe & Restaurant,Hotel White House, Behind St. Joseph's Academy, Subhash Road, Karanpur, Dehradun,500,Indian Rupees(Rs.),No,No,3,4,Very Good,94,India,Asia
17971273,1,Dehradun,"Eddie's Patisserie,102 Yamuna Colony, Above Punjab National Bank, Chakrata Road, Dehradun",Krishna Nagar,"Krishna Nagar, Dehradun",0,0,Bakery,Eddie's Patisserie,102 Yamuna Colony, Above Punjab National Bank, Chakrata Road, Dehradun,,350,Indian Rupees(Rs.),No,No,2,4.1,Very Good,64,India,Asia
3500365,1,Dehradun,"First Gear Cafe,Khala Gaon, Near Shiv Mandir, Malsi, Dehradun",Malsi,"Malsi, Dehradun",0,0,"Cafe, Chinese",First Gear Cafe,Khala Gaon, Near Shiv Mandir, Malsi, Dehradun,,700,Indian Rupees(Rs.),No,No,3,3.9,Good,131,India,Asia
3500013,1,Dehradun,"Dunkin Donuts,UG 03, Pacific Mall, Rajpur Road, Jakhan, Dehradun","Pacific Mall, Jakhan","Pacific Mall, Jakhan, Dehradun",78.070453,30.366322,"Burger, Desserts",Dunkin Donuts,UG 03, Pacific Mall, Rajpur Road, Jakhan, Dehradun,600,Indian Rupees(Rs.),No,No,3,3.9,Good,101,India,Asia
3500024,1,Dehradun,"Doon Darbar,43, Gandhi Road, Paltan Bazaar, Dehradun",Paltan Bazaar,"Paltan Bazaar, Dehradun",78.04026667,30.31952778,"North Indian, Mughlai",Doon Darbar,43, Gandhi Road, Paltan Bazaar, Dehradun,,600,Indian Rupees(Rs.),No,No,3,3.9,Good,121,India,Asia
3500488,1,Dehradun,"Razzmatazz,5, Pritam Road, Dalanwala, Near Race Course, Dehradun",Race Course,"Race Course, Dehradun",0,0,Cafe,Razzmatazz,5, Pritam Road, Dalanwala, Near Race Course, Dehradun,400,Indian Rupees(Rs.),No,No,2,3.9,Good,39,India,Asia
3500505,1,Dehradun,"Barbeque Nation,Chaudhary Plaza, Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun",78.061187,30.3425093,"North Indian, Mediterranean, Asian, Chinese",Barbeque Nation,Chaudhary Plaza, Rajpur Road, Rajpur, Dehradun,,1600,Indian Rupees(Rs.),No,No,4,4.4,Very Good,66,India,Asia
3500010,1,Dehradun,"Black Pepper Restaurant,3, Astley Hall, Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun",78.046106,30.327968,"North Indian, Chinese",Black Pepper Restaurant,3, Astley Hall, Rajpur Road, Rajpur, Dehradun,1200,Indian Rupees(Rs.),No,No,4,4,Very Good,175,India,Asia
3500414,1,Dehradun,"Cafe Marigold,Near Shehanshahi Ashram, Old Mussorie Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun",0,0,"Cafe, Chinese, Fast Food",Cafe Marigold,Near Shehanshahi Ashram, Old Mussorie Road, Rajpur, Dehradun,,500,Indian Rupees(Rs.),No,No,3,4.1,Very Good,104,India,Asia
18440677,1,Dehradun,"Jalapenos,Mussourie Diversion, Pacific Hills,Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun",78.07715102,30.37220198,"Cafe, Mexican",Jalapenos,Mussourie Diversion, Pacific Hills,Rajpur Road, Rajpur, Dehradun,500,Indian Rupees(Rs.),No,No,3,4.2,Very Good,68,India,Asia
3500484,1,Dehradun,"Kalsang AMA Cafe,88, Opposite Osho, Chander Lok Colony, Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun",0,0,Cafe,Kalsang AMA Cafe,88, Opposite Osho, Chander Lok Colony, Rajpur Road, Rajpur,600,Indian Rupees(Rs.),No,No,3,4.2,Very Good,89,India,Asia
301728,1,Faridabad,"Desire Foods,G 25/22, Main Road, 40 Feet, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.3066401,28.4900591,"Chinese, Fast Food, Bakery",Desire Foods,G 25/22, Main Road, 40 Feet, Molarband Extension, Badarpur Border,250,Indian Rupees(Rs.),No,No,1,2.9,Average,4,India,Asia
5992,1,Faridabad,"Knight Rock,11/6, Delhi Mathura Road, Near Bharat Petrol Pump, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.304776,28.4901567,"North Indian, Chinese",Knight Rock,11/6, Delhi Mathura Road, Near Bharat Petrol Pump, Badarpur Border, Faridabad,500,Indian Rupees(Rs.),No,No,2,2.8,Average,16,India,Asia
301730,1,Faridabad,"Punjab Restaurant,Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.305563,28.4901368,North Indian,Punjab Restaurant,Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad,,150,Indian Rupees(Rs.),No,No,1,2.8,Average,8,India,Asia
301729,1,Faridabad,"Raju Dhaba,Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.3061016,28.4900979,North Indian,Raju Dhaba,Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad,,150,Indian Rupees(Rs.),No,No,1,2.9,Average,8,India,Asia
301731,1,Faridabad,"Rakheja Bakery,Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.3057446,28.490062,Bakery,Rakheja Bakery,Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad,,100,Indian Rupees(Rs.),No,No,1,2.8,Average,7,India,Asia
311053,1,Faridabad,"Snax Points,A-68/5, Near Mehra Petrol Pump, Main Tajpur Road, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.3053835,28.4901198,"Chinese, North Indian, Fast Food",Snax Points,A-68/5, Near Mehra Petrol Pump, Main Tajpur Road, Badarpur Border, Faridabad,300,Indian Rupees(Rs.),No,No,1,3,Average,4,India,Asia
9299,1,Faridabad,"Aggarwal Sweet Corner,Badarpur Border Chowk Post, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.30274167,28.49629167,Mithai,Aggarwal Sweet Corner,Badarpur Border Chowk Post, Badarpur Border, Faridabad,,,100,Indian Rupees(Rs.),No,No,1,0,Not rated,1,India,Asia
9178,1,Faridabad,"Kashyap Vaishno Dhaba,Near Seble Cinema, Dharamveer Market, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.303542,28.4959154,North Indian,Kashyap Vaishno Dhaba,Near Seble Cinema, Dharamveer Market, Badarpur Border, Faridabad,,100,Indian Rupees(Rs.),No,No,1,0,Not rated,3,India,Asia
18477319,1,Faridabad,"Total Food Court,B-222, Shishram Complex, Main Market, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",0,0,"North Indian, Mughlai, Chinese",Total Food Court,B-222, Shishram Complex, Main Market, Badarpur Border, Faridabad,400,Indian Rupees(Rs.),No,No,1,0,Not rated,3,India,Asia
18433852,1,Faridabad,"The Chaiwalas,Sector 21 A, Asian Hospital, Badhkal Chowk, Badkal Lake, Faridabad",Badkal Lake,"Badkal Lake, Faridabad",77.3000877,28.4262842,Cafe,The Chaiwalas,Sector 21 A, Asian Hospital, Badhkal Chowk, Badkal Lake, Faridabad,300,Indian Rupees(Rs.),No,No,1,0,Not rated,0,India,Asia
304046,1,Faridabad,"Cafe And More,UGF 22, Charmwood Plaza, Eros Garden, Charmwood Village, Faridabad",Charmwood Village,"Charmwood Village, Faridabad",77.2905651,28.4946638,"Fast Food, North Indian",Cafe And More,UGF 22, Charmwood Plaza, Eros Garden, Charmwood Village, Faridabad,300,Indian Rupees(Rs.),No,No,1,2.9,Average,4,India,Asia
309936,1,Faridabad,"Green Chick Chop,UG 58, Charmwood Plaza, Eros Garden Colony, Suraj Kund Road, Charmwood Village, Faridabad",Charmwood Village,"Charmwood Village, Faridabad",77.2905276,28.4946804,"Raw Meats, North Indian, Fast Food",Green Chick Chop,UG 58, Charmwood Plaza, Eros Garden Colony, Suraj Kund Road, Charmwood Village,350,Indian Rupees(Rs.),No,No,1,3,Average,7,India,Asia
309927,1,Faridabad,"Kolkata Hot Kathi Rolls,Deepak Complex, Near Eros Garden, Charmwood Village, Faridabad",Charmwood Village,"Charmwood Village, Faridabad",77.2918292,28.4922473,"Fast Food, Chinese",Kolkata Hot Kathi Rolls,Deepak Complex, Near Eros Garden, Charmwood Village, Faridabad,,300,Indian Rupees(Rs.),No,No,1,2.9,Average,11,India,Asia
18377449,1,Faridabad,"Aapki Rasoi,HR-227, 60 Feet Road, Pul Pehlad Pur, Charmwood Village, Faridabad",Charmwood Village,"Charmwood Village, Faridabad",77.2918292,28.4990636,North Indian,Aapki Rasoi,HR-227, 60 Feet Road, Pul Pehlad Pur, Charmwood Village, Faridabad,200,Indian Rupees(Rs.),No,No,1,0,Not rated,1,India,Asia
18465871,1,Faridabad,"Fusion Food Corner,158/7, Opposite DDA Flat, Pul Pehlad Pur, Charmwood Village, Faridabad",Charmwood Village,"Charmwood Village, Faridabad",0,0,"North Indian, Chinese",Fusion Food Corner,158/7, Opposite DDA Flat, Pul Pehlad Pur, Charmwood Village, Faridabad,300,Indian Rupees(Rs.),No,No,1,0,Not rated,0,India,Asia
18472646,1,Faridabad,"Punjabi Rasoi,1, Deepak Complex, Eros Charmwood Village, Faridabad",Charmwood Village,"Charmwood Village, Faridabad",77.292431,28.4923251,North Indian,Punjabi Rasoi,1, Deepak Complex, Eros Charmwood Village, Faridabad,,400,Indian Rupees(Rs.),No,No,1,0,Not rated,0,India,Asia
18037826,1,Faridabad,"Kebab Xpress,Shop 23-24, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074479,28.4698631,"North Indian, Mughlai",Kebab Xpress,Shop 23-24, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad,600,Indian Rupees(Rs.),No,Yes,2,2.8,Average,49,India,Asia
301163,1,Faridabad,"McDonald's,12/7, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074479,28.4695043,"Fast Food, Burger",McDonald's,12/7, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad,500,Indian Rupees(Rs.),No,No,2,3.4,Average,58,India,Asia
4931,1,Faridabad,"Suruchi,29, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074479,28.4701322,"North Indian, South Indian, Gujarati, Rajasthani",Suruchi,29, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad,700,Indian Rupees(Rs.),No,No,2,3.4,Average,233,India,Asia
1804,1,Faridabad,"Berco's,Shop R-2, 3rd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3072684,28.4700256,"Chinese, Thai",Berco's,Shop R-2, 3rd Floor, Crown Interiorz Mall, Sector 35, Faridabad,1100,Indian Rupees(Rs.),No,Yes,3,3.8,Good,508,India,Asia
312102,1,Faridabad,"Dunkin' Donuts,3, 2nd Floor, Crown Interiorz Mall, Near Toll Bridge, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074031,28.4693655,"Burger, Desserts, Fast Food",Dunkin' Donuts,3, 2nd Floor, Crown Interiorz Mall, Near Toll Bridge, Sector 35,600,Indian Rupees(Rs.),No,Yes,2,3.6,Good,98,India,Asia
18217857,1,Faridabad,"The Chocolate Room,10, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074031,28.4693655,"Cafe, Desserts",The Chocolate Room,10, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad,900,Indian Rupees(Rs.),No,Yes,2,3.6,Good,59,India,Asia
18471268,1,Faridabad,"Baskin Robbin,Ground Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074479,28.469594,Desserts,Baskin Robbin,Ground Floor, Crown Interiorz Mall, Sector 35, Faridabad,,300,Indian Rupees(Rs.),No,No,1,0,Not rated,0,India,Asia
18381244,1,Faridabad,"Popcorn Fusion,Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074031,28.4693655,Fast Food,Popcorn Fusion,Crown Interiorz Mall, Sector 35, Faridabad,,,200,Indian Rupees(Rs.),No,No,1,0,Not rated,1,India,Asia
18408041,1,Faridabad,"Subway,SF 25, 2nd Floor, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074928,28.4700019,"American, Fast Food, Salad, Healthy Food",Subway,SF 25, 2nd Floor, Sector 35, Faridabad,,500,Indian Rupees(Rs.),No,No,2,0,Not rated,2,India,Asia
311051,1,Faridabad,"KFC,Shops 21-22, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.30706006,28.46980656,"American, Fast Food, Burger",KFC,Shops 21-22, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad,500,Indian Rupees(Rs.),No,Yes,2,2.1,Poor,57,India,Asia
18133510,1,Faridabad,"Barbeque Nation,2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3073785,28.4698629,North Indian,Barbeque Nation,2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad,,1600,Indian Rupees(Rs.),No,No,3,4,Very Good,299,India,Asia
308380,1,Faridabad,"Yo! China,S-2, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074031,28.4693655,Chinese,Yo! China,S-2, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad,1300,Indian Rupees(Rs.),No,Yes,3,4.1,Very Good,239,India,Asia
6077,1,Faridabad,"Giani's,Food Court, Crown Plaza Mall, Sector 15-A,  Near, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad, Faridabad",77.3130127,28.3980691,"Ice Cream, Desserts",Giani's,Food Court, Crown Plaza Mall, Sector 15-A,  Near, Sector 15,400,Indian Rupees(Rs.),No,No,1,3.2,Average,16,India,Asia
308082,1,Faridabad,"Momo-Cha,Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad, Faridabad",77.3130127,28.3979794,Fast Food,Momo-Cha,Crown Plaza Mall, Sector 15, Faridabad,,,200,Indian Rupees(Rs.),No,Yes,1,2.7,Average,16,India,Asia
309558,1,Faridabad,"Shree Rathnam,LG-28, Crown Plaza Mall, Sector 15-A, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad","Crown Plaza Mall, Sector 15, Faridabad, Faridabad",77.3128332,28.397424,"South Indian, North Indian, Chinese",Shree Rathnam,LG-28, Crown Plaza Mall, Sector 15-A, Sector 15, Faridabad,800,Indian Rupees(Rs.),No,Yes,2,3.4,Average,48,India,Asia
