CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,MonthsInService,UniqueSubs,ActiveSubs,HasCreditCard,RetentionCalls,RetentionOffersAccepted,IncomeGroup,AdjustmentsToCreditRating,CreditRating,PrizmCode,Occupation
3025678,,52.73,394,50,0.99,0,82.3,20.7,3.7,35,2,2,Yes,0,0,5,0,1-Highest,Other,Professional
3025722,,57.55,1034,56,0,0.3,210,43.3,29.7,35,1,1,No,0,0,0,0,5-Low,Other,Other
3025726,,88.24,954,95,0,0,211.3,45.3,18.7,35,1,1,Yes,0,0,5,2,1-Highest,Suburban,Other
3025734,,105.17,1425,95,2.23,0,262,60.3,18,35,1,1,No,0,0,0,1,3-Good,Suburban,Other
3025754,,32.99,893,30,0,0,3.8,8,0.7,37,1,1,Yes,0,0,6,0,1-Highest,Suburban,Professional
3025758,,124.24,925,60,0.25,0,69.6,23.3,4.7,37,1,1,Yes,0,0,5,0,1-Highest,Town,Self
3025762,,79.99,358,45,0,0,72.8,15,7.3,35,2,2,Yes,0,0,4,0,1-Highest,Other,Other
3025830,,104.67,2776,85,4.95,11.3,397.5,56,8.7,31,1,1,Yes,0,0,1,0,4-Medium,Other,Other
3025834,,34.63,423,25,0,0,11.6,1.3,0,33,1,1,No,0,0,6,0,1-Highest,Suburban,Other
3025838,,100.53,657,45,0,0,52.4,37,17,31,2,2,No,0,0,5,3,3-Good,Other,Professional
3025862,,41.91,107,32,2.97,0,7.8,5,2.3,37,2,2,Yes,0,0,6,0,1-Highest,Rural,Other
3025866,,79.7,1306,75,1.73,0,668.3,59.3,35.3,31,1,1,Yes,0,0,4,0,1-Highest,Other,Self
3025870,,124.99,798,28,1.49,0.7,285.8,30.3,5.7,33,1,1,Yes,0,0,6,0,1-Highest,Other,Other
3025890,,173.24,2293,180,0,0.3,342,71.7,27.3,33,2,2,Yes,0,0,9,0,1-Highest,Town,Other
3025938,,31.97,210,32,0.25,0,18.2,6,1.3,31,2,2,No,0,0,0,0,1-Highest,Other,Other
3025942,,47.63,404,45,2.23,1.7,91.3,11.7,2.7,33,1,1,Yes,0,0,9,0,3-Good,Other,Other
3025946,,69.39,302,40,0.5,0,59.6,52.3,0.7,35,4,2,Yes,0,0,4,0,1-Highest,Other,Other
3025994,,83.72,458,36,1.98,0,95.9,37.3,4.7,31,1,1,No,0,0,0,0,1-Highest,Suburban,Other
3026006,,32.45,43,32,0,0,1.4,3,0.3,31,2,2,Yes,0,0,9,0,1-Highest,Suburban,Professional
3026018,,49.85,724,35,0,0,233.7,45.7,2,33,2,2,Yes,0,0,6,0,1-Highest,Other,Crafts
3026026,,67.73,561,60,0.99,0.7,88.7,31,15.3,35,1,1,Yes,0,0,7,0,3-Good,Town,Other
3026042,,31.3,335,40,0,4,5.4,7,0.7,35,2,1,Yes,0,0,7,0,1-Highest,Suburban,Professional
3026046,,54.81,237,25,3.96,0,39.1,5.7,2.7,31,2,1,Yes,0,0,4,0,3-Good,Suburban,Professional
3026070,,33.98,257,32,0,0,29.4,13,3.3,31,2,2,Yes,0,0,9,0,1-Highest,Other,Other
3026082,,30.26,80,30,0,0,0,1.3,0,31,1,1,Yes,0,0,4,0,1-Highest,Town,Crafts
3026138,,53.35,791,50,0,1.3,219.3,42,53.7,33,2,2,Yes,0,0,2,0,3-Good,Rural,Other
3026142,,44.79,28,38,0,0,1,0.3,0.7,33,1,1,Yes,0,0,9,0,1-Highest,Rural,Professional
3026150,,60.56,409,70,0,0.7,40.9,5.3,1.7,37,1,1,Yes,0,0,6,0,4-Medium,Town,Crafts
3026182,,176.27,2331,94,0.5,7.7,563.6,177.3,92,35,1,1,Yes,0,0,7,0,5-Low,Other,Professional
3026206,,56.67,502,60,0.5,4.3,110.6,31.3,6.3,37,1,1,Yes,0,0,2,0,3-Good,Other,Student
3026222,,30.26,156,30,0,0,26.3,9.7,0,37,1,1,Yes,0,0,3,0,4-Medium,Rural,Retired
3026226,,30.5,60,30,0.5,0,0,3,0,33,1,1,No,0,0,0,0,5-Low,Other,Other
3026230,,30.92,74,30,0.5,0,2.1,0,0,35,1,1,No,0,0,5,0,1-Highest,Suburban,Other
3026238,,44.74,274,42,0.25,0.3,67.3,15.3,7.3,35,2,2,Yes,0,0,9,2,1-Highest,Other,Other
3026250,,51.49,494,35,0.25,0,50.8,16.7,4.3,31,2,2,Yes,0,0,7,0,1-Highest,Town,Other
3026274,,57.37,419,50,0.25,1,89,32.3,9.3,31,2,2,Yes,0,0,3,0,1-Highest,Other,Other
3026286,,78.78,508,85,0,0,120.5,14.3,6.3,31,2,2,Yes,0,0,7,3,3-Good,Suburban,Other
3026306,,62.16,1170,60,0.25,0,450,71,67.7,37,1,1,Yes,0,0,1,0,1-Highest,Other,Other
3026350,,90.37,1309,90,5.45,0,333.8,70.7,20.7,35,3,2,Yes,0,0,9,0,1-Highest,Suburban,Other
3026374,,57.43,348,43,1.98,0,29.1,12.3,0.7,33,1,1,Yes,0,0,0,3,5-Low,Other,Other
3026390,,28.5,55,30,0,1.3,6.2,0.7,0,37,1,1,Yes,0,0,8,0,1-Highest,Suburban,Other
3026458,,45.48,536,60,0.5,6.7,71.5,25.7,2.7,37,1,1,Yes,1,1,7,0,4-Medium,Suburban,Professional
3026470,,61.14,388,44,2.48,0,64.6,8.3,0.7,35,1,1,Yes,0,0,9,0,3-Good,Other,Other
3026474,,16.99,6,17,0,0,0.6,0,0,33,1,1,Yes,0,0,4,0,1-Highest,Suburban,Retired
3026482,,40.16,363,32,0.99,0,23.6,47,6,31,2,2,Yes,0,0,9,0,1-Highest,Suburban,Professional
3026486,,63.02,601,75,0,0,165.7,29.7,9,31,1,1,No,0,0,4,0,1-Highest,Other,Other
3026494,,75.33,1369,85,0.25,0,629,93.3,48,33,1,1,Yes,0,0,8,0,1-Highest,Other,Other
3026538,,20.07,19,17,0,0,1.4,1.3,0,31,4,3,Yes,0,0,8,1,1-Highest,Rural,Other
3026558,,57.48,655,60,0.99,1.3,212,74.7,82,37,2,2,Yes,0,0,6,0,3-Good,Other,Clerical
3026566,,57.74,420,70,0.25,0,100.4,17.7,15.3,37,5,3,Yes,0,0,4,1,1-Highest,Suburban,Professional
3026574,,30,175,30,0,0,7.6,2.3,0,33,1,1,No,0,0,9,1,1-Highest,Suburban,Other
3026590,,10,5,10,0,0,0,0,0,37,2,2,No,0,0,0,0,3-Good,Other,Other
3026618,,30.27,78,30,0.25,0,2.8,2,0.3,35,1,1,Yes,0,0,4,1,1-Highest,Other,Other
3026630,,37.43,165,30,0,0.3,25.9,9.7,0,33,2,1,Yes,0,0,5,0,1-Highest,Suburban,Professional
3026634,,34.98,182,35,0,0.3,35.5,10,4.7,35,2,2,Yes,0,0,6,1,1-Highest,Suburban,Other
3026642,,185.09,1434,60,0.25,1,297.3,63.3,33.7,33,1,1,Yes,1,0,6,0,2-High,Other,Other
3026674,,48.25,222,50,0,0,2.8,4.3,0,31,1,1,Yes,0,0,6,0,1-Highest,Suburban,Professional
3026682,,10,462,10,0,0.7,43.3,10,3,37,3,3,Yes,0,0,9,0,1-Highest,Other,Other
3026706,,30.26,47,40,0,0,5.3,2.3,0,31,2,1,Yes,0,0,7,0,1-Highest,Town,Other
3026710,,45.52,151,25,0.5,1,16.1,1.3,0,33,1,1,Yes,0,0,7,0,6-VeryLow,Rural,Professional
3026734,,39.56,384,35,0,0,113.2,16.3,17.7,31,2,2,Yes,0,0,4,0,3-Good,Suburban,Clerical
3026738,,20.61,78,10,0,0,4.9,3.7,0.7,33,1,1,Yes,0,0,9,0,1-Highest,Suburban,Other
3026770,,90.21,364,71,0,0.3,130.4,32.3,23,37,2,2,No,0,0,0,0,1-Highest,Suburban,Other
3026778,,91.33,606,70,1.49,0,302.6,20.7,8.7,35,2,2,Yes,0,0,7,1,1-Highest,Rural,Other
3026782,,79,766,45,0.5,0,124.1,30,4.3,35,1,1,Yes,0,0,5,0,4-Medium,Rural,Other
3026822,,51.14,969,58,0,1.3,298.6,13.7,1.7,31,1,1,No,0,0,0,0,1-Highest,Rural,Other
3026826,,44.29,693,47,0,7.3,93.4,15.7,4,33,1,1,Yes,0,0,5,1,4-Medium,Town,Professional
3026838,,108.65,743,70,0,0,316.4,13.7,18.7,35,2,2,Yes,0,0,6,0,1-Highest,Other,Other
3026846,,59.99,414,70,0,0.7,36.8,15.7,14.7,37,2,2,Yes,0,0,6,0,4-Medium,Other,Other
3026870,,43.23,682,45,0,0,0.7,0.3,0,37,1,1,Yes,0,0,9,0,2-High,Suburban,Professional
3026890,,40.38,112,30,0,0,16.1,8.7,0,31,1,1,No,0,0,4,0,1-Highest,Town,Other
3026898,,33.97,65,30,0.99,0.7,14.4,12,3.7,33,1,1,Yes,0,0,8,0,4-Medium,Suburban,Other
3026902,,32.49,183,32,0,0,7,1,1,33,2,2,Yes,0,0,4,0,1-Highest,Other,Other
3026910,,94.77,410,30,0,0,196.1,15.3,15,31,1,1,Yes,0,0,6,0,1-Highest,Suburban,Other
3026918,,32.78,29,32,0,0.7,1.7,0.3,1,31,2,2,Yes,0,0,5,0,1-Highest,Suburban,Other
3026934,,36.46,27,32,0,0,0.2,1,0,31,2,2,Yes,0,0,9,0,3-Good,Town,Other
3026950,,92.22,517,68,6.93,0.3,126.4,32.7,15.3,31,1,1,Yes,0,0,8,2,1-Highest,Rural,Professional
3026986,,198.24,1444,45,2.48,2,453,28.7,21.7,37,1,1,Yes,0,0,7,1,1-Highest,Suburban,Retired
3027030,,19.03,12,30,0,0,0.3,0,0,37,1,1,Yes,0,0,9,0,1-Highest,Suburban,Professional
3027054,,54.59,484,50,2.48,0,152.4,15,3.3,33,1,1,Yes,0,0,8,0,3-Good,Other,Professional
3027078,,32.78,42,32,0,0,1,0,0,31,2,2,Yes,0,0,6,0,1-Highest,Suburban,Other
3027086,,42.62,351,32,0,0,174.3,19.3,6,33,2,2,Yes,0,0,8,0,1-Highest,Other,Self
3027106,,41.31,222,32,1.98,0,73.5,25.7,8.3,33,2,2,Yes,0,0,6,0,1-Highest,Suburban,Professional
3027122,,79.56,904,64,2.23,1.7,143.9,25.3,13.3,33,1,1,No,0,0,0,0,3-Good,Other,Other
3027158,,30,128,30,0,0.7,21.1,9.3,6.3,33,3,3,Yes,0,0,5,0,1-Highest,Town,Professional
3027166,,41.55,272,30,0,0.3,0,0,0,37,1,1,Yes,0,0,5,0,1-Highest,Other,Other
3027186,,30.77,191,30,0.5,0,36.5,12.3,2,31,3,2,Yes,0,0,9,3,1-Highest,Town,Crafts
3027202,,38.26,75,40,0,0,13.7,6.3,0.7,35,1,1,Yes,0,0,6,0,1-Highest,Other,Other
3027222,,35.3,470,45,0,5,31.9,14.3,1.3,37,1,1,Yes,0,0,6,1,1-Highest,Suburban,Other
3027234,,166.47,1042,50,0,0,326.6,53.7,0.7,33,1,1,No,0,0,0,0,6-VeryLow,Suburban,Other
3027274,,35.28,104,45,0,0,13.3,1.3,0.7,33,2,2,Yes,0,0,6,0,1-Highest,Town,Professional
3027278,,89.69,983,75,8.17,0.3,156.2,175,20,31,1,1,Yes,0,0,6,0,4-Medium,Town,Other
3027282,,30.04,138,30,0,0,24.8,8.7,1,35,2,2,Yes,0,0,5,0,1-Highest,Town,Crafts
3027350,,47.05,308,35,0,0,72.1,21.3,1.3,35,1,1,Yes,0,0,3,0,1-Highest,Suburban,Crafts
3027418,,99.36,414,30,3.46,0,103.9,17,2.3,35,1,1,Yes,0,0,4,0,1-Highest,Other,Other
3027422,,63.16,659,87,0,0,260.9,43.3,24.3,31,2,2,Yes,0,0,6,0,3-Good,Other,Other
3027446,,62.27,447,33,0,5.3,46.5,6.3,0,37,1,1,Yes,0,0,6,0,1-Highest,Town,Professional
3027454,,81.95,927,75,0.25,0.3,544.6,11,11.7,33,4,1,Yes,0,0,6,0,1-Highest,Suburban,Other
3027462,,30.25,30,30,0.25,0,3.9,1.3,2,37,2,1,Yes,0,0,4,0,1-Highest,Other,Crafts
3027542,,33.24,400,10,0,0.3,91.1,16.7,43.7,31,3,3,Yes,0,0,7,0,1-Highest,Suburban,Other
3027570,,59.99,522,70,0,0,163,36.3,5,33,2,2,Yes,0,0,1,0,1-Highest,Other,Other
3027574,,59.27,99,56,0,0.7,18.4,5.7,1.7,35,3,3,Yes,0,0,8,0,1-Highest,Town,Clerical
3027586,,60.06,231,70,0,0,6,4.3,1,33,3,3,Yes,0,0,8,0,1-Highest,Suburban,Other
3027594,,35.84,372,35,0,0,109.8,29.3,5,37,4,2,Yes,1,0,9,0,1-Highest,Suburban,Other
3027646,,118.22,528,30,0,0,2,0.3,0,31,1,1,Yes,0,0,4,0,1-Highest,Town,Professional
3027654,,53.18,514,50,2.23,0,64.9,65,8.7,35,1,1,Yes,0,0,6,0,1-Highest,Other,Other
3027670,,43.74,140,32,0.25,1.7,10.8,2.7,1,31,2,2,Yes,0,0,6,0,1-Highest,Suburban,Other
3027698,,121.16,618,35,0.99,0,159.3,10.3,0.7,33,1,1,Yes,0,0,9,0,1-Highest,Suburban,Professional
3027710,,17.33,20,17,0,0,3.9,0,0,31,1,1,Yes,0,0,6,1,1-Highest,Suburban,Other
3027718,,66.89,1013,60,0,0,229.4,31,7.7,35,4,1,Yes,0,0,5,0,4-Medium,Suburban,Other
3027722,,54.41,2316,60,0,10,389.6,85,35,31,1,1,No,0,0,0,3,6-VeryLow,Other,Other
3027738,,28.5,46,30,0,0,0,1,0,37,1,1,Yes,0,0,4,0,1-Highest,Other,Other
3027786,,46.87,376,32,0.5,0,107.2,9.3,14.3,37,2,2,Yes,0,0,9,0,1-Highest,Suburban,Self
3027790,,34.59,310,45,0.74,0.7,46.6,13.3,1,33,1,1,No,0,0,0,0,1-Highest,Other,Other
3027818,,78.92,852,75,2.72,0,187.7,52.7,14.3,31,1,1,Yes,0,0,6,0,1-Highest,Other,Professional
3027826,,25.7,52,25,0,0,3,0.7,0,31,1,1,Yes,0,0,7,0,1-Highest,Suburban,Professional
3027838,,76.97,734,70,0.25,0,145.7,19.7,3.3,31,1,1,Yes,0,0,8,0,1-Highest,Suburban,Other
3027842,,17.59,18,17,0,0,4,0,0,37,1,1,Yes,0,0,9,0,1-Highest,Town,Other
3027870,,30.74,48,30,0.5,0,3.8,4.3,0.3,33,2,1,Yes,0,0,9,0,1-Highest,Town,Other
3027874,,67.14,522,70,0,0,91.8,16.3,6.7,37,2,2,No,0,0,0,0,6-VeryLow,Suburban,Other
3027882,,115.94,660,70,5.2,0,0,0,0,37,2,2,No,0,0,0,0,1-Highest,Other,Other
3027930,,67.99,2453,61,0,20,1363.6,92.3,45,37,2,2,Yes,0,0,6,0,3-Good,Suburban,Professional
3027946,,35.05,26,32,0,0,0.2,1,0,33,2,2,Yes,0,0,9,0,1-Highest,Suburban,Other
3027958,,38.46,275,45,2.72,0,70,1.3,0,35,2,2,Yes,0,0,6,0,1-Highest,Other,Crafts
3027978,,33.48,38,32,0,0,0,2,0,33,2,2,Yes,0,0,9,0,1-Highest,Suburban,Other
3027990,,21.81,46,17,0.25,0,1.2,0,0,35,1,1,Yes,0,0,6,0,1-Highest,Suburban,Professional
3028046,,36.22,270,32,0.25,0,6.1,2.3,0.7,31,2,2,Yes,0,0,6,0,1-Highest,Suburban,Professional
3028050,,53.7,0,50,0,0,0,0,0,31,1,1,Yes,0,0,8,0,1-Highest,Other,Other
3028086,,37.94,495,40,0.74,2.7,120.2,25.3,8,31,1,1,Yes,0,0,4,0,1-Highest,Other,Self
3028142,,20.07,53,30,0,0.3,9.6,6,0,28,2,2,No,0,0,0,0,1-Highest,Suburban,Other
3028158,,200.97,1086,147,1.73,0,194.1,73.7,30.3,35,3,3,No,0,0,0,0,1-Highest,Other,Other
3028170,,50.95,980,60,3.46,2,79.4,14,0.7,33,1,1,No,0,0,0,0,1-Highest,Suburban,Other
3028230,,30,34,30,0,1,5.3,2.7,0.7,33,1,1,Yes,0,0,2,0,3-Good,Rural,Professional
3028258,,33.62,83,36,0,1,5.8,6.7,0.3,35,1,1,No,0,0,8,0,6-VeryLow,Suburban,Other
3028310,,37.18,143,30,2.97,0,6.1,4.7,0.7,31,1,1,Yes,0,0,6,0,1-Highest,Other,Clerical
3028334,,34.23,196,32,0,0,17.9,14,0.7,31,2,2,Yes,0,0,6,0,1-Highest,Other,Homemaker
3028338,,75.09,722,70,0,0,252,37.7,7.7,37,2,2,No,0,0,0,0,1-Highest,Suburban,Other
3028342,,65.02,76,60,1.24,0,0,0.7,0,31,2,2,Yes,0,0,1,0,1-Highest,Other,Other
3028374,,79.97,354,70,0,0,43.2,25.7,8.3,35,2,2,Yes,0,0,7,0,1-Highest,Suburban,Other
3028378,,32.14,78,30,0.25,0,4.9,19.3,0,31,1,1,Yes,0,0,5,0,1-Highest,Suburban,Other
3028390,,84.04,365,65,0.5,0,19.6,11.3,5,33,2,2,Yes,0,0,7,0,1-Highest,Suburban,Professional
3028402,,127.1,392,30,1.24,0,31,10.7,3.3,31,1,1,Yes,1,1,3,0,1-Highest,Town,Other
3028418,,54.56,320,26,0,0,11.5,10.3,0,37,1,1,Yes,0,0,6,0,7-Lowest,Town,Crafts
3028470,,38.49,240,40,1.24,0.7,26.1,18,4.3,35,1,1,Yes,0,0,6,0,1-Highest,Suburban,Other
3028482,,60.61,462,50,1.49,0,13.5,5,0.7,33,2,2,Yes,0,0,6,0,1-Highest,Suburban,Professional
3028498,,41.85,320,45,0.5,0.3,80.2,21.3,11.3,31,1,1,Yes,0,0,7,0,2-High,Suburban,Other
3028518,,27.96,548,10,0,0.3,54.8,8.3,3,31,2,2,Yes,0,0,7,1,1-Highest,Other,Other
3028590,,5,0,0,0,0,0,0,0,37,7,6,Yes,0,0,4,0,3-Good,Other,Professional
3028618,,33.73,232,32,1.24,0,36,23.3,6.7,35,2,2,Yes,0,0,7,0,1-Highest,Other,Professional
3028674,,56.41,348,25,4.7,0,112,26.3,1.7,37,1,1,No,0,0,0,0,1-Highest,Suburban,Other
3028682,,43.67,238,45,0,1.7,42.1,9,2,33,2,2,Yes,0,0,3,0,1-Highest,Suburban,Professional
3028702,,32.64,68,32,0,0,10.7,10.3,2.3,35,2,2,Yes,0,0,6,0,1-Highest,Town,Professional
3028710,,31.32,183,30,0.5,0.7,39.9,4.3,0,33,1,1,No,0,0,5,1,6-VeryLow,Other,Other
3028730,,32.29,262,30,0,0,43,12.7,0,31,1,1,No,0,0,2,0,1-Highest,Other,Other
3028738,,118.92,1095,75,0,1.3,259.7,75.7,52.7,33,2,2,Yes,0,0,4,0,4-Medium,Rural,Other
3028746,,49.99,560,60,0,0,62,8,1.7,37,1,1,Yes,0,0,4,1,5-Low,Other,Professional
3028750,,115.18,912,35,0,0.7,506.8,36,8.3,33,3,2,Yes,0,0,6,0,1-Highest,Rural,Professional
3028766,,16.99,5,17,0,0,0.4,0,0,35,1,1,Yes,0,0,6,0,1-Highest,Suburban,Crafts
3028778,,25.9,77,25,0.5,0,0,0,0,37,1,1,Yes,0,0,9,0,1-Highest,Suburban,Self
3028782,,58.66,119,50,0.5,0,0.9,10.3,1.3,35,2,1,Yes,0,0,1,0,1-Highest,Town,Homemaker
3028786,,47.22,106,45,2.23,0,20,3,0.3,37,1,1,No,0,0,0,0,1-Highest,Suburban,Other
3028794,,66.38,620,41,0.5,4.7,223.5,55.3,10,35,1,1,Yes,0,0,1,0,3-Good,Other,Other
3028818,,31.49,105,30,0.99,0,16,0.3,4.7,31,1,1,Yes,0,0,7,0,1-Highest,Suburban,Professional
3028822,,71.53,686,50,1.24,3,91.7,16.3,1,37,4,1,Yes,0,0,6,1,3-Good,Other,Other
3028846,,30.27,0,30,0,0,0,0,0,31,1,1,No,0,0,0,0,1-Highest,Other,Other
3028890,,127.09,1213,45,4.95,3,143,52.3,16.3,31,1,1,Yes,0,0,7,0,5-Low,Rural,Other
3028914,,13.74,236,10,1.98,0,61,20.7,1.3,33,2,2,Yes,0,0,6,0,1-Highest,Town,Professional
3028946,,141.71,1654,85,0.99,1.3,850.1,47,24,33,2,2,Yes,0,0,6,0,1-Highest,Suburban,Other
3028990,,20.44,28,17,0,0,5.7,0,0.7,35,2,2,Yes,0,0,6,0,1-Highest,Town,Other
3029006,,32.1,6,32,0,0,1.1,3,0,31,2,2,Yes,0,0,7,0,1-Highest,Suburban,Clerical
3029022,,28.5,164,30,0,0.7,41.8,10.3,7.3,33,1,1,Yes,0,0,9,0,1-Highest,Town,Other
3029026,,30.25,146,30,0.25,0,2.1,1.3,0,37,1,1,Yes,0,0,7,0,1-Highest,Suburban,Other
3029038,,30.51,14,30,0,0,1.9,1.7,1,31,1,1,Yes,0,0,5,0,1-Highest,Rural,Professional
3029046,,48.18,3206,10,0.99,0,756.9,126.7,28,35,4,4,Yes,0,0,8,0,1-Highest,Suburban,Other
3029078,,173.68,1071,83,2.97,2.7,286.8,72.7,89.7,31,2,2,No,1,0,4,0,3-Good,Suburban,Other
3029098,,165.04,1084,35,0,0,280.6,81.7,41.7,37,6,5,Yes,0,0,8,0,1-Highest,Suburban,Other
3029110,,49.33,463,35,0.74,0,140.5,35.7,32.3,31,2,2,Yes,0,0,4,2,3-Good,Suburban,Professional
3029114,,35.23,196,25,0.25,0.3,40.2,1.7,0,31,1,1,Yes,0,0,6,2,1-Highest,Suburban,Clerical
3029134,,31.25,97,30,0,0.3,13,8.7,0,35,1,1,No,0,0,5,0,3-Good,Other,Other
3029142,,23.34,25,17,0.25,0,0.8,0,0,35,1,1,Yes,0,0,7,0,1-Highest,Suburban,Professional
3029186,,43.63,426,35,0,2.7,38.2,82,1,31,2,2,Yes,0,0,5,0,3-Good,Suburban,Other
3029202,,55.43,398,45,0,0,10.9,2.3,1,31,2,2,Yes,0,0,7,0,3-Good,Suburban,Other
3029234,,139.84,1194,50,0.25,1,183.1,38,2,31,1,1,Yes,0,0,6,0,1-Highest,Suburban,Professional
3029238,,53.66,1046,60,0,0,397.9,40,17,35,2,1,Yes,0,0,5,0,4-Medium,Other,Other
3029250,,44.63,263,35,0,0,0.3,2.7,0.3,31,1,1,Yes,0,0,7,0,6-VeryLow,Rural,Professional
3029254,,60.86,634,45,0,5.3,194.4,15,4.3,31,1,1,Yes,0,0,9,0,6-VeryLow,Suburban,Professional
3029270,,18.97,45,13,0,0,0.1,0,0,37,1,1,Yes,0,0,8,0,1-Highest,Suburban,Other
3029322,,43.04,162,25,0.99,0,56.2,14,6.3,31,2,2,Yes,0,0,6,0,1-Highest,Town,Professional
3029338,,48.41,481,39,3.46,0.7,155.6,28.3,8,35,1,1,Yes,0,0,8,0,1-Highest,Suburban,Other
3029342,,26.64,60,26,0,0.3,13,5,3,31,2,2,No,0,0,0,0,3-Good,Town,Other
3029350,,31.19,145,30,0,0,17.7,9.3,3.3,33,3,2,Yes,0,0,6,0,3-Good,Suburban,Other
3029362,,30.79,12,30,0,0,0,0,0,31,1,1,Yes,0,0,6,0,1-Highest,Town,Retired
3029378,,30.24,347,40,0.25,0,190.3,16,6.3,35,2,2,Yes,0,0,6,0,1-Highest,Other,Other
3029382,,20.83,24,17,0,0,0.3,0,0,35,1,1,Yes,0,0,7,0,1-Highest,Suburban,Professional
3029450,,16.99,1,17,0,0,0,0,0,33,1,1,Yes,0,0,7,0,1-Highest,Suburban,Self
3029454,,33.27,239,32,0.5,0,1.1,4.3,1,31,2,2,No,0,0,7,0,1-Highest,Suburban,Other
3029458,,33.61,30,30,0,0,2.4,1.3,0,33,1,1,Yes,0,0,8,0,1-Highest,Other,Other
3029470,,38.93,171,45,0,0,18.6,0.3,0,37,1,1,No,0,0,5,0,1-Highest,Other,Other
3029498,,75.22,692,32,0.5,2.3,30.3,17.7,0,37,1,1,Yes,0,0,4,0,4-Medium,Other,Other
3029502,,35.68,172,30,0,0,49.2,8.7,7,33,2,1,Yes,0,0,7,1,3-Good,Other,Other
3029514,,44.21,543,44,4.21,0,57.2,61.3,6.3,33,1,1,Yes,0,0,5,0,4-Medium,Other,Professional
3029522,,17.81,9,27,0,0,0,0,0,31,1,1,Yes,0,0,5,1,1-Highest,Town,Homemaker
3029534,,28.68,30,35,0,0,1.4,1.3,0,33,1,1,Yes,0,0,3,0,1-Highest,Other,Retired
3029542,,37.04,223,45,0,0.7,46.6,13,0,37,1,1,Yes,0,0,1,0,5-Low,Other,Other
3029546,,53.36,820,60,0.74,5.3,132.3,16.3,1.3,37,2,1,Yes,0,0,8,1,1-Highest,Suburban,Other
3029562,,38.24,12,35,0,0,0.2,1.3,0,35,1,1,Yes,0,0,7,0,5-Low,Other,Other
3029614,,54.72,1354,60,0.25,1,19.5,4.7,0,35,1,1,No,0,0,8,0,1-Highest,Other,Other
3029618,,30,201,30,0,0,0,0,0,35,1,1,Yes,0,0,2,0,1-Highest,Other,Retired
3029630,,60.91,687,50,0.99,7.7,269.3,45,25.7,31,1,1,Yes,0,0,1,0,1-Highest,Other,Other
3029634,,31.28,164,30,0,0,8.2,4,0,33,1,1,Yes,0,0,6,0,1-Highest,Suburban,Clerical
3029650,,30,133,30,0,0,0,4,0,33,2,2,Yes,0,0,7,0,1-Highest,Other,Other
3029678,,74.99,250,85,0,0,47.3,42.3,38.3,33,3,3,Yes,0,0,9,0,1-Highest,Other,Clerical
3029702,,122.64,440,30,0.74,0.7,159.8,56.7,14.3,33,2,2,Yes,0,0,9,0,1-Highest,Suburban,Clerical
3029718,,30.8,56,20,0,0,0.5,0,0,37,2,1,Yes,0,0,5,0,1-Highest,Town,Crafts
3029738,,29.99,147,30,0,0.3,0.1,2.7,0.3,35,1,1,No,1,0,0,0,1-Highest,Suburban,Other
3029766,,31.27,523,30,0,11.7,198.6,21.7,8,31,2,1,No,0,0,5,0,1-Highest,Suburban,Other
3029770,,38.52,136,38,0.25,0,7.5,7.7,0,37,2,1,Yes,0,0,9,0,1-Highest,Suburban,Professional
3029794,,34.85,201,30,0.25,0,19.5,10,0.7,35,1,1,Yes,0,0,4,0,1-Highest,Other,Other
3029826,,20.56,18,20,0,0,3.2,2,0,31,1,1,No,0,0,6,0,1-Highest,Town,Other
3029834,,30,100,30,0,0,32.1,4,0.3,33,1,1,Yes,0,0,5,0,4-Medium,Suburban,Clerical
3029850,,69.25,904,45,2.72,6.3,73.3,42,4,37,1,1,Yes,0,0,4,0,1-Highest,Other,Other
3029886,,53.37,225,49,0.99,0,35.7,9,3.7,33,1,1,Yes,0,0,5,0,1-Highest,Other,Other
3029906,,202.22,2116,95,0,0.7,591,92,23,37,1,1,Yes,0,0,7,2,3-Good,Other,Other
3029918,,56.66,900,60,0,1.3,68.6,10,3.3,35,1,1,Yes,0,0,4,0,4-Medium,Other,Professional
3029926,,75.66,555,45,2.23,0.3,96.9,34.3,12,33,3,2,Yes,0,0,8,0,4-Medium,Other,Other
3029974,,60.37,358,60,1.24,0.7,116.8,14.3,3,31,2,1,No,0,0,0,0,1-Highest,Suburban,Other
3029982,,37.23,119,35,0.74,0,7.6,1.3,0,37,1,1,Yes,0,0,6,0,1-Highest,Other,Other
3030082,,38.99,261,35,0.25,0,43.6,20.3,9.3,33,1,1,Yes,0,0,7,1,1-Highest,Other,Other
3030102,,53.97,274,32,0,0,36.5,23.3,10.3,35,2,2,Yes,0,0,6,0,1-Highest,Suburban,Other
3030194,,30.18,21,30,0,0,9.4,0.7,0,35,1,1,Yes,0,0,8,0,1-Highest,Rural,Other
3030218,,32.78,40,32,0,0,9.8,0.7,0,31,3,2,Yes,0,0,6,0,1-Highest,Suburban,Professional
3030226,,70.86,510,50,0,0,55.4,39.7,4.3,35,5,2,Yes,0,0,6,0,1-Highest,Other,Other
3030230,,25.14,33,25,0,0,0,1,0,33,1,1,Yes,1,1,4,0,1-Highest,Suburban,Other
