Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,MonthsInService,UniqueSubs,ActiveSubs,RetentionCalls,RetentionOffersAccepted,IncomeGroup,AdjustmentsToCreditRating,CreditRating,PrizmCode,Occupation
0,30,202,30,0,0,51.6,11.7,5.7,26,2,2,0,0,5,0,1,4,2
0,44.34,405,38,0,0.3,76.9,4.3,0.3,25,1,1,0,0,5,0,3,4,4
0,85.04,146,94,0.74,0,22.2,4.7,3.3,26,2,2,0,0,0,0,3,2,4
1,78.42,1140,85,1.24,4.7,296,39.7,3,23,1,1,0,0,4,0,1,4,4
0,32.78,227,32,0,0,35.9,19.7,6.7,21,2,2,0,0,7,0,2,2,4
0,98.03,343,30,0.99,0,175.1,9,0,25,1,1,0,0,7,0,2,2,5
0,46.33,419,30,0,4.7,61.2,40.3,12,23,2,2,0,0,1,0,4,4,4
0,112.97,758,50,0,29.3,102.3,28,0.3,23,1,1,0,0,6,0,4,4,4
0,51.97,406,60,0,0.7,133.6,26.7,2,26,1,1,0,0,6,0,4,2,4
1,29.81,57,25,0.25,1,5.6,1.7,0,21,1,1,0,0,0,0,4,2,4
0,119.79,662,70,1.24,0.7,115.8,23.7,11,23,2,2,0,0,4,0,2,2,5
1,40.91,185,30,0.25,0,50.7,20,2.7,23,1,1,0,0,7,0,2,2,5
0,24.13,132,14,0.5,7.7,0.4,0.7,0,23,1,1,0,0,5,0,4,4,4
1,28.25,50,45,0,1.3,8.7,8.3,0.3,25,2,1,0,0,7,0,2,1,5
0,62.8,438,42,1.24,0.7,26.2,11.7,0.3,25,2,2,0,0,7,0,2,2,4
1,34.98,299,35,0,7.3,149.9,23,0,23,2,1,0,0,0,0,3,4,4
0,11.48,99,10,1.24,0,12.2,8,3.7,25,2,2,0,0,7,0,1,1,5
0,59.99,304,70,0,0,15.3,14.3,7,23,2,2,0,0,7,0,1,1,4
0,22.91,74,30,0,0,3.1,2,0,25,1,1,0,0,6,0,2,1,4
1,120.99,819,85,1.24,2,287.4,22,4,21,1,1,0,0,6,0,4,2,5
0,122.89,1876,85,1.24,3.7,687.9,41,12,23,1,1,0,0,5,0,4,4,4
0,50.24,960,60,0.25,0,154.1,7,1.3,25,1,1,0,0,0,0,4,1,4
0,15.81,8,15,0,0,0,0.3,0,23,1,1,0,0,6,0,1,4,5
1,35.97,108,35,0,0,8,1,0.7,21,2,2,0,0,1,0,1,4,4
0,59.99,407,60,0,0,106.6,25,0,23,1,1,0,0,6,0,2,3,4
0,49.99,304,60,0,2,112.1,20.7,2.7,26,1,1,0,0,4,0,4,4,4
1,81.08,399,75,1.24,1.3,77.7,35,12,26,2,2,0,0,6,0,2,4,2
0,40.04,871,45,0,0,232.2,16.7,9.3,23,1,1,0,0,4,0,2,1,4
0,86.23,367,95,1.24,0.7,99.6,7,7.3,25,2,2,0,0,5,0,4,1,5
1,49.83,242,30,0.5,0,48.8,7.3,0,21,1,1,0,0,7,0,2,2,1
0,120.06,737,50,1.24,0,107.4,26.7,1,23,2,1,0,0,7,0,1,4,4
0,30.6,147,30,0,0,6.2,10.7,0.7,23,1,1,0,0,4,0,2,4,4
0,33.26,28,30,0,0,0.7,0.3,0.3,21,2,2,0,0,6,0,2,4,5
0,68.21,532,54,0.5,0.7,123.6,16.7,1,21,1,1,0,0,0,0,4,4,4
0,54.02,240,50,1.24,0.3,8,2.7,0,21,1,1,0,0,5,0,4,4,4
0,30.26,316,30,0,0,164.9,2,0,21,1,1,0,0,4,0,4,2,5
0,110.98,444,92,0,0,187.4,24.7,6.7,25,1,1,0,0,0,0,3,1,4
1,51.19,332,50,0.99,0,63.7,35.3,1,23,1,1,0,0,7,0,2,4,4
0,31.43,77,31,0,2,21.3,9,1,26,1,1,0,0,5,0,2,4,5
0,58.21,101,70,0,0,34.3,10,5,21,2,2,0,0,7,0,2,1,4
1,98.36,347,85,0.74,1,36.9,41,11.3,23,2,2,0,0,7,0,2,4,5
0,59.7,764,60,0.99,3.7,145,41,7.7,21,1,1,0,0,7,0,3,2,4
0,35.24,218,45,0.25,1,61.6,24,11.7,25,2,2,0,0,3,0,2,4,5
0,40.31,130,30,0,0,72.7,9.3,7.3,26,2,2,0,0,7,0,2,2,5
1,65.03,182,30,0.5,0.7,35.8,6.7,4,21,1,1,0,0,7,0,2,2,4
0,153.36,512,28,0,0.3,190.8,28,12,21,1,1,0,0,1,0,2,4,4
0,15,1,15,0,0,0,0.7,0,26,1,1,0,0,7,0,1,4,5
0,35.75,98,30,0,2,3.3,2.7,0.3,21,1,1,0,0,6,0,2,2,4
0,105.52,976,43,0.25,4,75.3,24.3,7.7,25,1,1,0,0,0,0,4,4,4
0,52.83,194,53,0,0,33.3,6,0.7,26,2,2,0,0,6,0,2,2,5
0,19.4,18,17,0,0,0,0,0,23,1,1,0,0,6,0,2,2,4
0,65.94,314,30,1.24,0,42.9,11.3,6,23,2,2,0,0,5,0,4,4,4
1,35.66,85,30,0.25,0,5.3,5.7,0,26,1,1,0,0,6,0,2,2,4
1,49.24,363,40,0,0,55.5,15.3,12,23,2,2,0,0,6,0,1,1,5
0,29.35,83,30,0,0,14.9,17.3,4,21,2,2,0,0,6,0,1,2,4
0,90.91,685,90,1.24,0,45.3,16.7,3.3,21,1,1,0,0,6,0,2,4,4
0,41.76,344,32,0.5,2.7,81,12.7,10.3,23,2,2,0,0,0,0,3,2,4
1,57.47,74,60,1.24,2,0,3,0,26,1,1,0,0,5,0,3,2,4
0,71.92,536,15,0.25,1,116.9,1.3,3.7,25,2,2,0,0,6,0,2,2,4
0,52.22,210,50,1.24,4.7,0,1.3,0,26,1,1,0,0,7,0,2,4,4
0,38.74,418,46,1.24,0,68.9,5.3,2.3,26,1,1,0,0,7,0,4,1,5
0,30.26,68,30,0,0,3.2,9,1.3,21,1,1,0,0,7,0,2,4,5
0,37.2,119,30,0,0,39.8,2.3,0,21,1,1,0,0,4,0,4,3,5
0,51.08,481,50,0.5,0,78.1,5.7,0,26,1,1,0,0,7,0,2,2,5
0,55.8,251,30,0,0,38.5,7,0,23,1,1,0,0,6,0,2,2,5
0,30,178,30,0,0,27.5,17,5.3,26,1,1,0,0,0,0,4,4,4
1,48.16,311,50,0.25,0,17.1,10.3,1,25,1,1,0,0,7,0,3,2,5
0,48.28,182,30,1.24,0.7,19,7.7,0.7,23,1,1,0,0,6,0,1,2,5
1,40,168,47,0.5,0,25.7,5,0,25,1,1,0,0,4,0,2,4,5
0,30.5,190,40,0.25,0,1,2.3,1,23,2,2,0,0,7,0,2,2,4
0,40.66,119,33,0.25,0,4.9,1,0,23,2,1,0,0,7,0,1,1,5
1,106.1,568,32,0,1,300.4,15.7,9.3,23,1,1,0,0,0,0,4,2,4
1,76.83,675,78,1.24,6.7,137.8,41,12,21,2,2,0,0,6,0,4,4,2
0,60.83,681,40,1.24,0,254.4,24,1.7,26,1,1,0,0,7,0,4,4,4
1,44.36,861,45,0.5,5.7,215.6,41,12,25,1,1,0,0,6,0,2,2,4
0,49.26,734,45,0.25,0.7,62,5.3,1.7,25,1,1,0,0,5,0,2,4,4
0,54.9,380,45,1.24,3.3,40.2,8,1.3,23,2,1,0,0,4,0,4,1,4
0,89.71,320,95,0,0,74.8,14,12,21,2,2,0,0,7,0,3,2,4
0,5,0,5,0,0,0,0,0,26,2,2,0,0,5,0,4,4,4
0,90.68,838,95,1.24,0.3,228.9,26.3,0.7,25,1,1,0,0,7,0,4,4,5
1,54.13,196,30,0,0,4.3,9.7,0,26,1,1,0,0,7,0,1,2,5
1,46.79,173,30,0,0,5.2,11.7,1.3,26,1,1,0,0,3,0,2,4,4
0,112.83,521,70,0,0,0,0,0,25,2,2,0,0,4,0,4,4,4
0,78.11,847,75,0.5,0,268.4,41,12,25,1,1,0,0,7,0,2,2,4
1,20.01,59,20,0,0,15.9,0.3,0.3,21,1,1,0,0,0,0,2,2,4
0,34.99,16,45,0,0,2.6,0,0,26,1,1,0,0,6,0,1,2,5
0,67.84,1284,70,1.24,8.7,180.8,16,8,21,2,1,0,0,7,0,2,4,4
1,132.94,1153,30,0.5,0.3,418.2,26.3,11.3,23,1,1,0,0,7,0,4,2,4
0,65.29,256,30,0.99,0,78,9,0.3,21,1,1,0,0,7,0,2,2,5
0,30.86,70,30,0,0,9.7,1.3,0,25,1,1,0,0,7,0,2,2,5
0,47.74,281,60,0.25,0.3,50.5,20.3,0,23,1,1,0,0,7,0,2,2,5
0,75.24,208,75,0.25,0,6.7,4.3,0,23,1,1,0,0,7,0,2,2,4
1,59.3,675,45,1.24,0,257,34.7,12,21,2,2,0,0,4,0,2,2,5
0,33.14,371,30,0,0,116.1,14.3,8.3,21,1,1,0,0,7,0,3,4,4
0,63.91,312,60,0.25,0,68.3,8.7,1.3,25,2,2,0,0,6,0,2,2,4
0,43.2,145,30,0,0,2.7,1.3,0,25,1,1,0,0,3,0,2,2,4
1,162.51,924,50,0,0,375.9,41,4.3,25,1,1,0,0,6,0,2,2,4
0,67.11,362,50,0.5,0,58.6,28.3,2.3,25,1,1,0,0,3,0,3,4,4
0,61.01,965,60,1.24,3.3,187,41,12,25,1,1,0,0,3,0,3,4,4
0,83.02,1619,75,0.99,0,808.4,41,12,25,1,1,0,0,7,0,2,2,4
0,66.31,351,30,0,0.7,115.7,41,12,21,2,2,0,0,5,0,4,4,4
1,29.99,30,30,0,0,0.6,0.3,0,25,1,1,0,0,6,0,2,1,4
1,35.01,115,40,0,0.7,9.1,5.3,0.3,23,1,1,0,0,5,0,2,2,5
0,41.25,309,35,0,0,0,0,0,21,1,1,0,0,1,0,2,4,4
0,114.61,2135,83,0.5,5,302,41,12,21,1,1,0,0,7,0,4,4,4
0,58.66,529,50,0.99,0.3,38.3,5.7,0.7,26,1,1,0,0,6,0,2,2,4
0,57.99,516,60,0,1.3,148.6,23.3,0.7,23,2,1,0,0,4,0,2,2,4
0,39.82,197,44,0,0,12.5,7.3,0,21,2,1,0,0,0,0,4,2,4
0,38.55,74,35,0,0,21.1,1.7,0,21,1,1,0,0,6,0,2,4,4
0,42.93,264,42,0,0,80.8,16,12,21,2,2,0,0,6,0,2,2,4
0,78.06,442,70,0.99,0,49,41,12,26,2,2,0,0,7,0,2,2,4
0,106.79,368,35,1.24,1.3,57.1,8,0,21,1,1,0,0,3,0,2,2,5
0,113.03,1864,97,1.24,12.7,420.6,41,12,23,1,1,0,0,6,0,4,4,4
0,101.88,456,100,0.99,0,17.5,7.3,0,21,1,1,0,0,7,0,2,1,5
1,60.19,254,60,0,0,0,0,0,23,1,1,0,0,3,0,2,4,1
0,42.69,566,45,0,4,77.4,6,0.3,21,1,1,0,0,6,0,4,2,4
0,88.23,915,60,0.5,2.7,143.2,40.3,0,21,1,1,0,0,5,0,3,2,4
0,36.42,238,45,1.24,1.7,44.6,19,8.3,21,1,1,0,0,0,0,4,4,4
0,86.67,674,30,0,0,157.3,28,5.7,21,2,2,0,0,3,0,4,4,4
0,87.88,2,90,0,0,0.3,0.3,0,21,2,2,0,0,0,0,4,4,4
1,80.36,496,50,0,0,0,0,0,23,1,1,0,0,4,0,4,4,4
0,32.98,106,30,0,0,30.5,6.7,0,26,1,1,0,0,7,0,2,2,5
0,63.26,277,82,0.25,0,37.2,1.3,2,21,2,1,0,0,2,0,4,3,4
0,165.57,1683,110,1.24,0.7,498.6,41,12,23,1,1,0,0,0,0,4,2,4
1,29.99,144,30,0,4.3,0.8,2.3,0,25,1,1,0,0,2,0,2,4,5
0,28.17,29,20,0,0,3.8,0.3,0,21,1,1,0,0,6,0,2,4,5
0,36.58,68,17,0,0,2.5,0.7,0.7,25,2,1,0,0,3,0,3,4,4
0,109.33,1833,85,1.24,3.3,318.3,41,12,23,2,2,0,0,6,0,3,4,4
0,34.98,66,35,0,0,4.6,2.7,0.7,23,1,1,0,0,4,0,2,4,5
0,27.06,28,27,0.25,0,0.3,0.3,0,21,1,1,0,0,6,0,3,3,5
0,43.88,419,49,0.25,7.7,77.7,41,9.3,21,1,1,0,0,0,0,4,4,4
1,130.29,832,50,1.24,0,179.1,39,2.3,21,1,1,0,0,0,0,2,4,4
0,111.17,1071,60,1.24,0.7,75,10,1,26,1,1,0,0,4,0,4,4,4
0,10.78,31,10,0,0,10.7,0,0,26,1,1,0,0,0,0,4,4,4
0,53.04,390,60,0.25,0,93.6,8,7.3,21,1,1,0,0,7,0,2,1,4
1,62.53,434,42,0,1.3,175.3,19.3,1,25,1,1,0,0,0,0,4,4,4
0,72.3,307,48,0,4,51.8,16.3,1,23,1,1,0,0,4,0,3,2,5
0,36.48,804,36,0.5,2.7,390.8,41,12,26,1,1,0,0,6,0,2,2,4
1,51.32,1161,45,0.74,7.7,191.3,41,12,26,1,1,0,0,7,0,2,4,5
0,96.98,849,45,0,0,135,4.7,3,23,1,1,0,0,5,0,2,4,4
0,185.07,2592,122,1.24,9.7,1125.3,41,12,25,1,1,0,0,7,0,4,4,4
0,60.45,219,40,1.24,0,32,4.7,1,23,1,1,0,0,4,0,4,1,4
0,30,83,30,0,0,0.2,2.3,0,23,1,1,0,0,7,0,4,4,4
1,99.25,942,58,1.24,2,211.8,39.7,4.3,23,2,1,0,0,0,0,3,4,4
0,50.49,556,50,0.5,4,162.1,23.3,12,26,2,2,0,0,3,0,3,4,4
0,64.48,348,70,1.24,0,113.5,12.7,12,26,2,2,0,0,0,0,1,4,4
0,127.72,1470,55,1.24,1.3,455.4,41,8.7,26,1,1,0,0,6,0,4,4,5
0,110.08,2103,85,0.25,0,55.9,31.3,4.3,25,1,1,0,0,6,0,2,4,5
0,124.47,827,60,1.24,0,55.5,32,3,21,1,1,0,0,7,0,2,2,5
0,30.26,90,30,0,0,0.6,2.7,0,21,1,1,0,0,7,0,2,1,5
0,59.25,720,55,0.74,0,193,38,12,23,1,1,0,0,1,0,4,4,4
0,30.74,37,30,0,0,0.2,0.3,0,26,1,1,0,0,5,0,2,3,4
0,80.33,629,60,1.24,0,108.2,41,10,25,1,1,0,0,7,0,2,4,4
1,50.45,436,50,0,0,121.7,6.3,8.7,21,1,1,0,0,7,0,2,4,5
0,45.48,32,55,0.5,0,0,0.7,0,25,2,2,0,0,6,0,2,2,5
0,52.75,580,50,0.25,2,157.5,41,12,26,1,1,0,0,7,0,2,4,4
1,29.99,111,30,0,0,0,0,0,26,1,1,0,0,6,0,4,4,4
1,57.52,294,30,0,5.3,55.7,26,1.3,26,2,2,0,0,0,0,4,4,4
0,20.2,23,20,0,13.7,5.4,0.7,0,21,1,1,0,0,7,0,2,2,4
1,36.08,194,30,0.99,9.7,12.3,0,0.7,26,2,2,0,0,6,0,4,1,4
0,39.23,282,45,0.5,0,35,13,1,26,1,1,0,0,0,0,2,3,4
1,39.66,324,35,0.25,0,59.7,1,0,21,1,1,0,0,4,0,2,4,4
1,58.45,282,43,0.25,0.3,56.7,26.7,11,25,2,2,0,0,0,0,2,1,4
0,83.65,535,20,0,5.3,204.5,34.7,2,26,1,1,0,0,1,0,4,4,4
0,50.64,286,50,0,0,29.1,31.7,0,25,1,1,0,0,7,0,2,4,4
0,36.54,395,10,0.5,0.7,64.8,33.7,8,26,2,2,0,0,7,0,1,2,5
0,22.76,47,22,0,0,2,0.7,0,21,1,1,0,0,7,0,4,1,4
1,29.98,9,30,0,0,0,0,0,26,1,1,0,0,7,0,2,4,4
1,160.86,1176,157,0,0,330.2,41,12,25,2,2,0,0,0,0,1,2,4
0,84.49,1048,58,0,8.3,461.1,13.3,0,21,1,1,0,0,0,0,1,2,4
0,53.51,512,50,1.24,5.3,157.2,25.7,7.3,25,1,1,0,0,6,0,4,4,4
0,56.54,670,60,0,0.7,316.3,41,12,21,1,1,0,0,0,0,4,4,4
1,53.59,87,50,0,1,14.7,1,0,23,1,1,0,0,6,0,3,2,1
0,171.96,1410,70,0,4,178.3,41,2,23,1,1,0,0,6,0,2,2,5
1,19.99,51,20,0,0,2.6,4,1,26,1,1,0,0,7,0,2,2,4
1,36.73,162,30,0,0,33.1,1.7,1,25,1,1,0,0,5,0,2,2,4
1,33.83,16,30,0.5,0,0.6,2.7,0,25,2,1,0,0,5,0,3,4,5
0,82,776,46,0,1.3,112.1,41,5.3,21,1,1,0,0,6,0,2,2,4
1,11.87,7,5,0,0,1,0,0,21,1,1,0,0,4,0,4,2,5
0,31.41,243,40,1.24,0.3,25.6,8.7,0.7,21,1,1,0,0,1,0,3,4,5
0,96.76,1351,85,1.24,5.3,108.8,32.3,9,25,1,1,0,0,4,0,4,4,4
0,75.44,922,45,0,5,304.4,41,1,23,1,1,0,0,7,0,4,2,4
0,76.03,1242,85,0.74,1.7,503.7,41,12,25,2,1,0,0,7,0,3,4,4
0,25.72,18,25,0,0,1,2.3,0,25,1,1,0,0,5,0,3,4,4
0,50.1,457,50,0,4.7,36.9,7.7,6.3,26,1,1,0,0,0,0,2,4,4
0,82.21,1598,60,0.99,9,727.7,41,12,26,2,1,0,0,7,0,4,2,4
1,17.57,27,17,0,0,4.6,0,1,25,1,1,0,0,7,0,2,3,5
1,83.5,343,80,0.25,0,7.7,9.7,1.3,26,2,1,0,0,0,0,2,2,4
1,51.23,154,60,1.24,0,38.7,3.3,0,25,1,1,0,0,7,0,2,3,4
0,33.29,344,30,0,0,60.1,27.7,7.7,25,2,2,0,0,7,0,2,2,5
1,40.46,52,40,0,0,6.7,6.3,0.3,26,1,1,0,0,6,0,4,2,4
0,29.99,8,30,0,0,7.6,0,0,25,1,1,0,0,5,0,2,4,4
1,30.3,8,30,0,0,0.1,0,0,21,1,1,0,0,6,0,2,4,5
0,56.52,849,60,0,3.7,158.3,28.7,12,25,2,1,0,0,1,0,4,4,4
1,33.51,90,30,0,6.3,7.2,5.3,0,21,1,1,0,0,0,0,2,4,4
1,37.76,115,30,0.5,0.3,3.3,1.7,0,21,1,1,0,0,4,0,2,4,4
0,71.67,1062,67,0,0,408.7,41,12,21,1,1,0,0,3,0,4,4,4
0,50,95,50,0,0,14.4,2.7,0,23,1,1,0,0,7,0,2,4,2
0,53.24,1278,60,0,1.7,237.7,41,12,23,1,1,0,0,7,0,4,2,4
1,69.73,548,55,0.74,0,146.7,32.7,12,21,2,2,0,0,4,0,2,2,4
1,43.1,138,42,0.74,0,17.7,11.3,1,21,1,1,0,0,7,0,2,4,4
0,17.94,270,10,0.25,0,17.8,7.7,1.7,21,2,2,0,0,0,0,3,4,4
0,30,128,30,0,0,6.9,5.7,4.3,26,2,2,0,0,6,0,2,4,4
0,52.85,308,51,1.24,0,51.6,10,1,25,2,1,0,0,7,0,2,4,4
0,53.23,379,60,0.25,0,133.8,10.7,0,25,1,1,0,0,7,0,4,4,4
0,34.34,337,30,0.5,0,99.1,37.7,11.7,21,2,2,0,0,0,0,2,4,4
1,29.99,27,30,0,0,5.2,0.7,1.3,25,2,2,0,0,0,0,2,4,4
1,80.89,850,85,1.24,1,140.9,41,12,25,2,2,0,0,0,0,3,4,4
1,52.31,380,50,0,2.7,25.9,2.7,1,25,1,1,0,0,6,0,2,1,4
0,10,14,10,0,0,2.9,0.7,1.3,26,2,2,0,0,7,0,1,1,5
0,38.19,135,30,0,1,1.7,1,0,25,1,1,0,0,3,0,2,4,4
1,34.35,58,35,0.25,0,4.2,8.3,1.7,25,1,1,0,0,7,0,2,4,5
1,71.56,1043,60,1.24,6.7,165.2,21.7,12,21,1,1,0,0,5,0,3,2,4
1,82.94,844,75,0,0,366.7,36.7,12,23,2,2,0,0,0,0,4,2,4
1,50.48,280,30,0,0,79,3.3,0,21,2,1,0,0,6,0,1,1,4
0,28.59,242,30,0,0,65.8,12.7,0.7,25,1,1,0,0,7,0,2,4,4
1,32.71,118,30,0,0,0.9,1,0,21,1,1,0,0,7,0,2,2,5
1,64.06,1112,50,0.25,0.3,223.5,41,12,21,1,1,0,0,6,0,4,4,4
0,98.08,219,60,0,0,1.2,3.7,0,23,2,2,0,0,6,0,2,1,4
0,105.36,237,35,0.25,1,45.6,16.3,4.7,25,1,1,0,0,0,0,2,4,4
1,53.7,156,50,0,0.7,26.4,14,4.3,21,2,2,0,0,7,0,3,4,4
1,66.88,486,71,1.24,1,37.8,7.7,0,23,2,1,0,0,0,0,3,2,4
0,42.87,257,42,0,0,105.5,3.3,2.7,21,2,2,0,0,3,0,3,4,1
1,50.48,104,50,0,1,45,11.3,11.7,23,1,1,0,0,7,0,2,1,4
0,116.6,1716,89,1.24,1,534.3,41,3.3,23,2,1,0,0,0,0,4,2,4
0,31.55,68,34,0,0,0,0,0,21,1,1,0,0,7,0,2,2,4
0,86.28,1126,85,1.24,5.3,161.1,41,12,26,1,1,0,0,3,0,3,4,4
1,5,0,0,0,0,0,0,0,21,2,2,0,0,7,0,1,4,4
1,53.24,196,50,0,0,72.5,2,0.7,23,2,1,0,0,4,0,4,1,4
0,53.69,768,60,0,0,252.3,20.3,3,21,1,1,0,0,0,0,2,2,4
0,62.67,218,55,0,0.7,21.1,24.3,2.7,21,1,1,0,0,6,0,4,1,4
1,30.48,45,30,0.5,0,3.2,1,0,25,1,1,0,0,6,0,3,2,5
0,82.53,1018,85,1.24,0,317.3,41,12,23,1,1,0,0,7,0,2,2,5
1,67.99,684,50,0.25,0,0,0,0,23,1,1,0,0,0,0,2,4,4
0,120.53,1352,53,1.24,5.3,566.7,41,12,21,1,1,0,0,3,0,2,4,4
0,32.49,173,32,0,0.3,16.1,15.7,2.7,23,2,2,0,0,7,0,3,4,5
1,42.87,21,42,0,0,0.5,10,1.3,21,2,2,0,0,7,0,1,2,4
1,70.62,560,70,0,0,213,3,0.3,21,2,2,0,0,0,0,3,2,4
0,127.61,1145,45,1.24,0.7,468.6,41,4.3,23,1,1,0,0,0,0,1,2,4
0,51.48,386,50,0,0,107.3,36.3,9.3,26,1,1,0,0,1,0,4,4,4
0,113.02,866,70,0.99,0,196.1,23.3,9,26,1,1,0,0,7,0,2,4,5
0,45.27,367,35,0,0,114.7,35,12,21,1,1,0,0,4,0,2,4,4
0,38.28,270,30,0.25,0.3,36.9,4.7,1.7,21,1,1,0,0,7,0,2,1,5
0,79.17,598,50,1.24,0,106.4,38.3,5.3,21,2,1,0,0,7,0,3,2,5
1,81.82,474,70,1.24,5,44.9,32.3,4,23,2,2,0,0,0,0,2,1,4
0,36.7,108,45,0.25,0,3.2,3,0.3,23,1,1,0,0,4,0,2,4,4
0,34.98,126,35,0,0,7.7,0,0,26,1,1,0,0,7,0,2,2,4
1,53.65,622,35,0,1,52.3,41,0,21,1,1,0,0,6,0,2,4,4
0,32.85,97,30,0,0,6.2,2.7,0,25,1,1,0,0,7,0,2,1,4
0,176.85,1354,77,0,3.3,514.3,41,12,25,1,1,0,0,6,0,2,4,5
1,101.14,1399,75,0.99,4,485.4,41,12,26,2,2,0,0,4,0,1,4,4
1,74.33,377,75,0,0,103.7,37.7,1.3,26,1,1,0,0,7,0,2,3,3
0,32.37,286,30,1.24,0,36.2,9.7,0,26,1,1,0,0,5,0,4,4,1
0,261.72,3616,262,1.24,5.7,1435.1,41,4.3,25,1,1,0,0,7,0,4,4,4
0,73.56,785,55,1.24,0,149.3,41,12,23,1,1,0,0,5,0,4,4,4
1,29.99,190,30,0,0,67.2,24.7,2.7,23,1,1,0,0,5,0,2,2,5
1,112.88,898,85,1.24,0,216.1,41,7,21,2,2,0,0,7,0,2,1,4
0,28.99,0,29,0,0,0,0,0,25,2,2,0,0,6,0,2,4,4
0,33.06,464,30,0,1.3,154.4,15,8,23,2,2,0,0,4,0,2,4,5
0,30.45,25,30,0,0,0.8,0,0,21,1,1,0,0,7,0,2,2,4
0,34.23,65,30,0.99,0,4.2,0,0,23,1,1,0,0,7,0,2,2,5
0,53.5,128,50,0.25,0,35.8,12.3,4.7,25,1,1,0,0,7,0,3,2,4
0,87.42,680,60,0.5,0,182.1,24.7,5.7,21,2,1,0,0,0,0,4,2,4
1,52.24,994,60,0.25,6,237.4,24,2.3,21,1,1,0,0,0,0,2,2,4
1,60,348,35,0,0,63.4,22.3,3,23,1,1,0,0,5,0,3,4,5
0,93.68,881,73,1.24,0,201.5,25,2.3,21,2,1,0,0,4,0,4,4,5
0,161.85,1786,93,1.24,7.7,597.6,41,12,23,2,2,0,0,6,0,3,2,4
1,11.09,109,10,0.99,0,18.4,17.3,3.3,23,2,2,0,0,0,0,4,2,4
1,31.66,75,30,0.25,0,1.7,12,0,23,1,1,0,0,7,0,2,1,5
0,93.77,1062,70,0.5,6,195.8,41,12,23,1,1,0,0,6,0,4,4,4
1,30.69,260,40,0,0,0.2,1.3,0,25,1,1,0,0,7,0,2,2,5
0,30,87,30,0,0,2.2,7,2.7,25,2,2,0,0,7,0,2,4,5
0,152.69,1394,110,1.24,0.7,660.1,30.3,8,26,1,1,0,0,7,0,4,4,4
1,48.91,384,55,0.25,2,92.9,9.7,6.7,26,1,1,0,0,5,0,3,4,4
0,50.63,42,50,0,0.3,8.6,9,0,21,1,1,0,0,0,0,3,2,4
0,37.96,83,45,0.25,0,2,1.7,0.3,25,2,1,0,0,5,0,2,2,4
0,68.62,660,65,0.25,0,248.4,41,12,23,1,1,0,0,0,0,4,4,4
0,50.24,356,60,0.25,0,51.3,18.7,1,23,1,1,0,0,7,0,2,1,4
0,49.99,462,70,0,0.3,40.7,20.3,7.3,23,1,1,0,0,6,0,2,4,4
0,177.78,1532,115,1.24,0.7,448.6,41,4,23,1,1,0,0,0,0,2,2,4
0,67.85,454,60,1.24,3,84.6,23.7,3.7,21,2,2,0,0,0,0,4,1,4
0,16.99,3,17,0,0,0,0,0,26,2,2,0,0,4,0,3,4,5
0,35.09,178,45,0,0,50.2,19.7,10.7,23,1,1,0,0,4,0,3,2,4
1,89.78,606,50,1.24,0,185.7,39,12,25,1,1,0,0,7,0,4,1,4
0,156.94,1357,45,0,0,316.7,31.3,2.7,26,1,1,0,0,1,0,3,4,4
0,76.63,646,60,1.24,0.3,159.7,41,12,26,2,2,0,0,6,0,4,4,4
0,133.88,1527,85,1.24,4,915.4,41,12,25,1,1,0,0,6,0,4,2,4
1,50.44,315,60,0,0,0,8.7,0,21,2,1,0,0,0,0,1,2,4
0,15.13,6,15,0,0,0,0,0,21,2,2,0,0,7,0,1,2,5
1,36.04,53,35,0,0,7.6,4.3,0.3,25,1,1,0,0,7,0,2,4,4
0,30,186,30,0,0,28.2,12.3,0,26,1,1,0,0,5,0,2,2,5
0,47.45,256,30,0,1.3,63.4,7,0,26,1,1,0,0,0,0,2,2,4
0,30.07,20,30,0,0,0.6,1,0,26,2,2,0,0,4,0,2,2,4
1,80.05,1005,45,0.25,0,259,37,6.3,25,2,2,0,0,0,0,3,4,4
0,69.78,850,76,1.24,1,100.2,20.7,4,23,1,1,0,0,4,0,3,4,4
0,37.8,449,36,1.24,0.3,99.5,20,12,21,2,2,0,0,6,0,3,2,5
0,52.21,600,45,1.24,0,78.4,15,7,23,2,2,0,0,6,0,3,4,5
0,96.43,758,80,0,0,351.1,41,12,26,1,1,0,0,4,0,3,4,5
0,41.3,107,30,0.74,0,14.8,15.7,4.7,21,2,2,0,0,6,0,1,4,5
0,219.12,2247,49,1.24,12.7,430.5,41,12,21,1,1,0,0,6,0,2,4,4
0,60.68,147,45,0.25,0,44.2,19.7,12,21,2,2,0,0,5,0,2,2,4
0,74.4,666,50,0.25,0,184.4,38.7,9.7,23,1,1,0,0,5,0,4,2,2
0,50.31,462,50,1.24,0,158.5,5.7,0.3,21,1,1,0,0,5,0,2,4,5
0,87.34,917,60,0.74,2.7,431.1,18.7,5,21,1,1,0,0,0,0,4,4,4
0,56.23,113,50,1.24,0,0.2,0.7,0,21,1,1,0,0,7,0,2,1,4
0,39.35,210,46,0.5,0.7,8.9,16,0,25,1,1,0,0,5,0,2,4,4
